filename,pitch_mean,pitch_std,pitch_min,pitch_max,hnr,rms_mean,rms_std,centroid_mean,bandwidth_mean,rolloff_mean,zcr_mean,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_mean_13,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,mfcc_std_13
AH_545616858-3A749CBC-3FEB-4D35-820E-E45C3E5B9B6A.wav,126.3538876817205,3.3721015100312073,120.31949801422631,137.0199360395392,13.64509303832415,0.2291231006383896,0.04926062375307083,1024.052620133814,837.0350585839774,1866.6424418604652,0.08243720476017442,-133.06997680664062,192.08151245117188,-89.86559295654297,18.28528594970703,-23.791412353515625,-27.230571746826172,12.300427436828613,-33.05024719238281,7.805606365203857,7.352540969848633,-11.773483276367188,14.006426811218262,-25.008108139038086,18.894807815551758,9.933902740478516,8.607928276062012,7.805685043334961,9.381631851196289,6.160678386688232,9.622467041015625,8.529304504394531,4.893404960632324,4.964977264404297,4.907595634460449,4.137303829193115,4.460316181182861
AH_545622717-461DFFFE-54AF-42AF-BA78-528BD505D624.wav,110.26291993348259,8.644698644555604,101.5594106636457,139.36020141223247,15.48030699914039,0.2416965663433075,0.033795516937971115,860.8267171113531,746.2434229885372,1194.3256578947369,0.08106496710526316,-152.6333770751953,218.67849731445312,-63.761985778808594,13.014530181884766,-45.1135139465332,-11.6151704788208,38.18486404418945,-31.05580711364746,5.039954662322998,4.554235935211182,-19.52791976928711,11.602606773376465,-12.558606147766113,21.6186466217041,10.338752746582031,13.182195663452148,6.250686168670654,5.325889587402344,6.745133876800537,6.710357666015625,5.187830924987793,4.313666820526123,2.7860336303710938,5.167806625366211,4.780416965484619,4.003922462463379
AH_545622718-C052AD58-5E6B-4ADC-855C-F76B66BAFA6E.wav,236.97822722229765,5.593516886903649,216.05165683528398,243.8214666492311,18.682661327463883,0.12812156975269318,0.10968390852212906,1158.9003264973949,709.6244650850763,1511.5740740740741,0.12706163194444445,-259.3801574707031,138.15562438964844,-85.54835510253906,-17.96007537841797,-25.78757667541504,3.232609272003174,19.92360496520996,-34.26077651977539,4.120889663696289,4.792985916137695,-22.16084098815918,2.3460075855255127,-10.888729095458984,85.97164154052734,30.091371536254883,28.787843704223633,14.587459564208984,9.11492919921875,7.36127233505249,11.552498817443848,9.647906303405762,5.140693664550781,4.366716384887695,6.30323600769043,5.6342949867248535,8.117061614990234
AH_545622719-52C23861-6E0D-41E0-A3D8-9358C28C019B.wav,226.3001176550458,67.13806211237763,78.40399965204868,299.9552713061607,17.203112064901585,0.4040560722351074,0.30588817596435547,1066.95521922583,728.2760490185537,1636.0374273255813,0.10071368550145349,-131.86370849609375,146.6604766845703,-68.7820816040039,-8.194580078125,-26.82604217529297,-3.1313092708587646,25.759435653686523,-25.298009872436523,-2.3622334003448486,1.400444507598877,-16.570110321044922,1.968385934829712,-12.076410293579102,82.14492797851562,20.485076904296875,35.603050231933594,46.260475158691406,14.782456398010254,12.597563743591309,10.057164192199707,12.144830703735352,9.381688117980957,11.696477890014648,9.998076438903809,7.188480854034424,7.58838415145874
AH_545622720-E1486AF6-8C95-47EB-829B-4D62698C987A.wav,161.32244158082807,2.324119902047946,152.28139747207132,167.32567072260431,20.720846693580295,0.33272692561149597,0.1775897592306137,1050.7552978318718,964.0595538162679,2127.2898706896553,0.07793558054956896,-134.5902099609375,155.84764099121094,-60.597843170166016,43.77128219604492,-18.527860641479492,-11.243668556213379,35.417057037353516,-32.475528717041016,-0.993187427520752,10.65714168548584,-16.61903190612793,13.631684303283691,-6.193648815155029,38.13418960571289,19.74964141845703,28.40040397644043,14.796677589416504,14.91900634765625,5.922179698944092,13.672062873840332,7.507822513580322,5.242607593536377,12.650426864624023,4.289299488067627,3.7373831272125244,4.959203720092773
AH_545622722-3C79DA68-36BB-43A2-B29C-61AEF480E07E.wav,173.9965665463862,3.3569874375236806,155.43812012271508,182.5178323321727,19.65925054037967,0.509732723236084,0.13908958435058594,1166.0466311148814,743.5792839946457,1908.7143456375838,0.11980259018456375,-106.00952911376953,163.4190673828125,-117.53084564208984,12.905095100402832,-35.13399124145508,-29.626192092895508,34.69359588623047,-25.220779418945312,-7.5495285987854,4.319930076599121,-6.736074924468994,13.189131736755371,-7.484963417053223,39.24296569824219,12.486242294311523,14.570657730102539,19.578481674194336,6.760682106018066,4.060247898101807,6.0699262619018555,8.195929527282715,9.285195350646973,3.2097997665405273,3.9051496982574463,6.365541458129883,4.339066028594971
AH_545629296-C2C009C6-8C17-42EA-B6BE-362942FC4692.wav,190.5363227020286,2.22318066565394,184.88976913747447,198.86548754745905,20.444440339036138,0.3958817422389984,0.03968637064099312,964.7233136413398,631.9939559477896,1157.2420634920634,0.10601903521825397,-155.9250030517578,177.4736328125,-73.6387939453125,-2.0682051181793213,-52.760765075683594,-26.969907760620117,32.64962387084961,-11.141347885131836,10.119093894958496,-4.591375350952148,-24.97890853881836,4.543259143829346,-10.689013481140137,18.909469604492188,9.792961120605469,11.783308982849121,10.814397811889648,6.738015651702881,5.332647323608398,3.508253812789917,6.0451788902282715,3.816917657852173,3.3639063835144043,3.487433433532715,3.9270050525665283,3.6382994651794434
AH_545643618-82A143AC-B643-4273-A923-C42A83AEEC5F.wav,157.9328401584957,5.827676110251183,116.72359391264966,164.89535188021642,18.171925135568674,0.219319149851799,0.08591315895318985,821.9268478796517,577.5430532160707,1143.6244419642858,0.08465140206473214,-195.69580078125,201.5350341796875,-68.50166320800781,-11.55183219909668,-37.59064865112305,-17.32603645324707,20.326833724975586,-22.458515167236328,-0.3994300961494446,-5.3231048583984375,-13.854188919067383,11.168710708618164,-15.185270309448242,39.766334533691406,15.329131126403809,14.61624526977539,14.396810531616211,4.453710556030273,4.640809059143066,4.3242340087890625,5.820959568023682,4.180200099945068,3.4507360458374023,3.5425639152526855,4.819420337677002,2.9656894207000732
AH_545648867-CB17D873-1CEA-492A-B5B0-93C7463F516C.wav,142.21680559367837,2.5433153894182055,129.77395126357737,146.7028835352654,18.06652093984429,0.2283126413822174,0.060496605932712555,873.9974338706985,638.2176902335701,1246.986607142857,0.08600725446428571,-174.7205352783203,190.58242797851562,-67.98978424072266,-4.532807350158691,-37.270050048828125,-18.630977630615234,16.293081283569336,-38.33369827270508,-3.272125482559204,14.234277725219727,-3.5238399505615234,10.735175132751465,-14.605036735534668,27.93760871887207,17.104787826538086,9.593138694763184,6.174604415893555,10.152596473693848,4.5562286376953125,7.766805648803711,5.078733444213867,4.166572093963623,4.208858966827393,6.370123386383057,3.6836459636688232,5.258113384246826
AH_545692309-EA8C4DC0-9B2A-4CC7-A490-851A2129A733.wav,214.95452660548756,70.48413284671146,143.70534670793063,299.01903034518887,17.730909221937523,0.42791640758514404,0.036590415984392166,1552.21311556793,917.6213020438527,2692.8661616161617,0.1391009706439394,-98.74049377441406,137.9217071533203,-143.39305114746094,32.3758430480957,-29.585527420043945,-47.89724349975586,19.810317993164062,-37.2286491394043,2.614504814147949,12.546201705932617,-26.815706253051758,-1.289267659187317,-16.372657775878906,15.533570289611816,6.614072799682617,7.105032444000244,6.172910690307617,4.707929611206055,4.6457600593566895,6.006502628326416,4.006817817687988,4.056353569030762,3.67618727684021,4.6639509201049805,3.7975735664367676,3.0019431114196777
